art								
art								
art								
art								
art								
art								
art								
art	8							
business								
business								
business								
business								
business								
business								
business								
business								
business	9							
citizen_journalism								
citizen_journalism								
citizen_journalism								
citizen_journalism								
citizen_journalism								
citizen_journalism								
citizen_journalism								
citizen_journalism								
citizen_journalism								
citizen_journalism								
citizen_journalism								
citizen_journalism								
citizen_journalism								
citizen_journalism								
citizen_journalism								
citizen_journalism								
citizen_journalism	17							
comedy								
comedy								
comedy								
comedy								
comedy								
comedy								
comedy								
comedy								
comedy								
comedy								
comedy								
comedy								
comedy	13							
conferences_and_other_events								
conferences_and_other_events								
conferences_and_other_events								
conferences_and_other_events								
conferences_and_other_events								
conferences_and_other_events	6							
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category								
default_category	113							
documentary								
documentary								
documentary								
documentary								
documentary								
documentary								
documentary								
documentary								
documentary								
documentary								
documentary								
documentary								
documentary								
documentary								
documentary	15							
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational								
educational	76							
food_and_drink								
food_and_drink								
food_and_drink								
food_and_drink								
food_and_drink								
food_and_drink								
food_and_drink								
food_and_drink								
food_and_drink	9							
gaming								
gaming								
gaming								
gaming								
gaming								
gaming								
gaming								
gaming								
gaming								
gaming								
gaming								
gaming	12							
health								
health								
health								
health								
health								
health								
health								
health								
health								
health	10							
literature								
literature								
literature								
literature								
literature								
literature								
literature								
literature								
literature								
literature								
literature								
literature								
literature								
literature								
literature								
literature	16							
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
movies_and_television								
